video_name,category,duration_scaled,color_intensity_scaled,color_variance_scaled,texture_complexity_scaled,edge_density_scaled,smoothness_scaled,contrast_scaled,shape_complexity_scaled,symmetry_scaled,circularity_scaled,rectangularity_scaled,angularity_scaled,motion_intensity_scaled,motion_direction_scaled,motion_consistency_scaled,temporal_variance_scaled,motion_pattern_scaled,object_presence_scaled,scene_complexity_scaled,spatial_arrangement_scaled,depth_perception_scaled,composition_balance_scaled,mfcc_0_scaled,mfcc_1_scaled,mfcc_2_scaled,mfcc_3_scaled,mfcc_4_scaled,mfcc_5_scaled,mfcc_6_scaled,mfcc_7_scaled,mfcc_8_scaled,mfcc_9_scaled,mfcc_10_scaled,mfcc_11_scaled,mfcc_12_scaled,rms_mean_scaled,rms_var_scaled,tempo_scaled
v_Archery_g01_c02.avi,UCF101,-0.2813092563281942,-0.5451029832946618,-0.5864862937642674,-0.6776190926870762,0.8603225762753365,0.41696226068386916,0.26096523743330735,0.012112689334486716,-0.06337453437764135,-0.6942740324886588,-1.011677088262218,-1.0367930080019243,-0.7888664259136866,-0.16047585584989202,-0.060418713770552586,-0.5712109118389765,-0.3370222408346484,-0.5033866125790262,-0.7218558169132488,-0.92626670189141,0.35479001027877677,0.5419636927006006,0.1895688098579296,1.8250921997236453,-2.544751770404214,1.4659177161824395,-2.408462989801753,0.3575620734278348,0.27153014047067914,-1.8581806675311932,1.4859557839209405,-2.9876077807713135,1.2634916556219977,-2.638583177670723,0.26469092369346325,0.10396952591148906,-0.33715334176600403,-0.9423673966504809
v_Archery_g01_c03.avi,UCF101,-0.06616334099947614,0.36422222800320814,-0.5073994175381437,0.977397038164873,0.001013249587361984,1.3496230985422575,0.4124150849292885,-0.4883644882522668,-1.0714931150573055,-0.5606754397752726,-1.0094678360380303,-0.96955800737939,-0.7692921149266896,1.1538680072741379,0.11534406205520421,-0.6058518183415724,-0.4482851563324689,-0.5548907182634577,-0.5697377672139855,-0.6458988629647925,-0.0525662596461265,0.26147684660596415,0.22685011244612938,1.694074391007101,-2.10258281459527,0.9346115838543979,-1.7530777951879672,0.18320204625173733,-0.10292526065588305,-2.56980529328116,1.662933695887312,-2.69468471450367,0.7184073330424484,-2.6896902897755806,-0.11469601018067051,0.07162010364190072,-0.10573721150074322,-1.38609695360111
v_Archery_g01_c04.avi,UCF101,-0.5099017913649568,0.40399274227886667,-0.5251175109624872,0.8567486627005318,-0.4314981400754965,1.0411234103981217,0.5909115272982695,-0.5415160998110009,-1.201934385678219,-0.6545024744379107,-1.0794570853358856,-0.9991129296597983,-0.7960554403360922,0.9360071137410233,0.1067143116288319,-0.6462026436381043,-0.512581683301616,-0.4978338264117232,-0.5884258485936663,-0.6460796720958534,-0.20522462038797304,0.2480904967571227,0.2319740522896717,1.9161082593249674,-1.5358978943915935,1.7567336361828907,-2.0554703970912196,-0.13427303481124012,-0.047260950732197146,-2.4173151134578745,1.4969884239538878,-2.5735266813611544,1.0796444098541313,-2.3526451223037217,-0.22216932631309788,0.29414056255478854,-0.15239024992604946,3.1779784893196457
v_Archery_g01_c05.avi,UCF101,-0.375435594284508,0.5753823809803911,-0.5661256876979636,-0.5692740227188959,-0.27827707314388983,0.1562531741157904,0.3069687046377011,-0.43221189124277537,-1.2122844639519805,2.6070315544175147,-0.1106322561970711,-1.0371534977848103,-0.1713990269634809,0.6630596296036924,-0.20220193670669723,-0.4772835864098068,0.10215056242126566,-0.7976888275391385,1.467029233317462,-0.6421221795068038,1.7282518912477884,1.475444972571109,0.2152499557441067,2.0617386240204767,-2.4481948391453794,1.6600881627555746,-2.258650365685577,0.18054558789933442,-0.31433802669768235,-2.9698497892853375,0.7037623896798416,-3.346926972156809,1.1113832929243972,-2.674370454177287,0.5893207561179558,0.2520151796305604,-0.5225235262747878,-0.1182982194564556
v_Archery_g01_c06.avi,UCF101,-0.7384943264017194,0.18261484044558066,-0.5380124671868923,-0.7965162262479304,-0.2833647913087333,-0.1177807892150614,-0.016208662046867082,-0.642786108829389,-1.2663541416148514,1.8674031720923918,-0.4876328165701695,-1.0941229676841329,-0.5574667187518612,0.6410161618066164,-0.23682174656844007,-0.5432345745817367,-0.4702223843053958,-0.6204322712495486,0.31547120473807544,-0.8277432425993199,0.6673193521089779,1.7092885613654512,0.19293523579703334,2.087097712244063,-2.0421130538551626,1.51419650900255,-2.1568103573409605,0.13545727203313931,-0.25289477216370365,-2.60520402888296,1.359610281388641,-2.9182893494779942,1.4928022250267723,-1.9925252995203404,0.6988650890634882,0.1446415629812293,-0.4856627467581965,-0.6915637340262122
v_Archery_g01_c07.avi,UCF101,-0.2678626366201493,0.7852842820141167,-0.5502048485790842,1.3973760999665874,2.010334987561849,0.5715371424482413,0.7639907948520209,-0.5798920041477046,-0.8165473822451013,0.45383790358928167,-0.9722314505649459,-0.9650395797747809,-0.5139422481194369,2.1060114536742227,0.12030966847875317,-0.28404032159074427,-0.10039391036469518,-0.24503461170283763,-0.6663777733799002,-0.8411435498220622,-0.43052831614028636,1.4802053948777862,0.19278585612132998,1.9389729404986629,-1.865088109084447,1.3937106441955678,-1.9818629692116583,-0.2160359553395458,0.44606438875087556,-2.021354380825068,1.039064637233885,-2.9434571640345646,0.9392626534759893,-2.122594882571325,0.2803084225611383,0.10574055942000583,-0.2790520283167668,-1.9369336449880976
v_Archery_g02_c01.avi,UCF101,-0.06616334099947614,1.8433456542540734,-0.1249983678696102,1.3073826886348285,-0.2917442136956459,0.5013091737585155,0.9386320326033933,-0.5214434987971148,0.6127583588663557,0.47644349488240995,-0.23765863438730592,-0.9508356554931612,-0.0868841428281032,2.8782643816145765,-0.08924233566386128,-0.41653045054555626,-0.29234649177198985,-0.5347189820667324,0.1761342774394112,-0.721484091531916,2.412847111071945,0.1890370850493499,0.0919020935898724,-0.9884392889982454,-0.7707280705535919,1.1261843659278201,-1.0862984920579675,-0.08258917924319586,0.09769573859757907,0.12624967348557195,-0.03451204201487486,1.0072903541284899,-1.283616202176605,1.4809700891958444,-0.6070824573402187,-0.8094244202048594,-0.2397102500821022,0.5756547718648295
v_Archery_g02_c02.avi,UCF101,-0.03927010158338639,1.9269576735383471,-0.239475971529487,0.9470855727197246,-0.23042863685439455,0.3297857087408568,0.5386576339647493,-0.3961163678986197,0.7179474594698095,0.14219589878407482,0.11942971122799617,-0.9636584787480589,0.0025058270783716767,3.1816285453820474,-0.15508385703561964,-0.4982051673949844,-0.29390798916553695,-0.25407665010856645,-0.02114885499707303,-0.8772462872774999,2.0528007577145044,0.23195195762557277,0.11904727492197419,-0.9805305287641081,-0.7667018719185094,0.9890340231879929,-1.2305438632554222,-0.201717588707273,0.2196443556391572,0.13160257045539941,-0.18690147576597027,1.037364200230689,-1.3613774972333064,1.23670479763521,-0.7439498926324684,-0.7181098142497621,0.038433977338429175,0.5756547718648295
v_Archery_g02_c03.avi,UCF101,-0.33509573516037366,2.271468316230953,-0.37012930916973996,0.8028905300650371,-0.34057717777525415,0.42245133900690485,0.6143376093462516,-0.18362235900952187,0.640597567358639,0.16433321329276598,0.28050743783660653,-0.9283913098478682,-0.09378915748844406,3.8653184469661315,0.19341923821286225,-0.5224203442644044,-0.27602239178446564,-0.27819221197760496,0.16514445142304884,-0.8975063863387955,1.5215262969510606,0.1400992768372598,0.042659445788076726,-0.8659857135506543,-0.6336348227764117,1.017100905083869,-1.2366881198639421,-0.24050451215017693,0.27818985590221246,0.30583176211922564,-0.19523467116335494,0.9602571229809668,-1.2943952148590818,1.302980843451836,-0.5944271180524913,-0.8264751274859836,-0.015627341720608843,1.4328908199675914
v_Archery_g02_c04.avi,UCF101,-0.7250477066936745,2.143318623330487,-0.28996670853391615,0.963763273160806,-0.23091716383702804,0.48490622980207915,0.6678491892123622,-0.4894613144829282,0.64878891254143,0.18044714709403178,0.10166545030474215,-0.9567003893322422,-0.10364526031316136,3.420085263655677,0.12805539319833392,-0.537384671484365,-0.2875727231356864,-0.43417104712205074,-0.017010218525101237,-0.7734990245217427,1.7314457712010711,0.3106261068303968,0.017639803376739416,-0.9729389452884696,-0.4234664211441406,1.1585565056962654,-1.1552797675473874,-0.35350476301446837,-0.10255517045968907,-0.22989686197328216,-0.25577330312676344,1.1103628562605952,-1.2359322260766346,1.5261989296836223,-0.663752177374912,-0.8765762243225337,-0.08808315114385643,-0.1182982194564556
